CASE REFERENCE,OPEN DATE,CLOSED DATE,STATUS,SUBJECT,REASON,TYPE,OBJECT TYPE,ADDRESS NUMBER,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,PROPERTY ID,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD,X COORDINATE,Y COORDINATE
1000593175,08/22/2016 09:23:00 AM,09/01/2016 10:44:00 AM,Closed,Dept of Public Works,Rodent Control,Pest (Req_Serv),Street,,Woodside Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000593442,08/22/2016 02:27:00 PM,08/25/2016 01:20:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,SEVENTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000593572,08/23/2016 09:26:00 AM,08/25/2016 01:14:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,DELAWARE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000593579,08/23/2016 09:26:00 AM,08/25/2016 01:13:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Broadway St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000593775,08/23/2016 01:03:00 PM,08/25/2016 01:09:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000593875,08/23/2016 03:17:00 PM,08/25/2016 03:41:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594014,08/24/2016 10:26:00 AM,08/31/2016 12:11:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,HUNTLEY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594088,08/24/2016 12:10:00 PM,09/09/2016 02:33:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,UTICA WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594096,08/24/2016 12:24:00 PM,08/29/2016 06:32:00 AM,Closed,Utilities,Buffalo Water Authority,Fire Hydrant Issue (Req_Serv),Property,316,KENMORE,,Buffalo,NY,,79.38-1-4,,,,,,,,,UNKNOWN,,
1000594169,08/24/2016 02:38:00 PM,08/26/2016 09:09:00 AM,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Street,,Parkside Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594268,08/25/2016 09:07:00 AM,08/25/2016 03:39:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Oak St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594465,08/25/2016 12:32:00 PM,08/26/2016 11:48:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,147,O CONNELL,,Buffalo,NY,,122.48-4-4,,,,,,,,,UNKNOWN,,
1000594607,08/25/2016 08:51:00 PM,09/27/2016 07:31:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Elmwood Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594663,08/26/2016 09:35:00 AM,08/29/2016 03:12:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,JOHNSON PK,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594670,08/26/2016 09:42:00 AM,08/26/2016 10:17:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594705,08/26/2016 10:22:00 AM,08/29/2016 03:22:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594741,08/26/2016 11:11:00 AM,01/06/2017 12:10:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Sign Maintenance (Req_Serv),Street,,MINTON,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594781,08/26/2016 12:19:00 PM,08/29/2016 02:54:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Street,,FOLGER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594792,08/26/2016 12:31:00 PM,08/29/2016 02:49:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,MAIN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594926,08/26/2016 06:24:00 PM,08/30/2016 07:00:00 AM,Closed,Dept of Public Works,Forestry,Tree Trimming Request (Req_Serv),Street,,HOPKINS,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000594955,08/27/2016 09:04:00 PM,08/29/2016 11:09:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,742,TAUNTON,,Buffalo,NY,,79.45-3-7,,,,,,,,,UNKNOWN,,
1000595232,08/29/2016 01:38:00 PM,08/31/2016 03:56:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595505,08/30/2016 11:16:00 AM,08/31/2016 03:49:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,NORTH ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595625,08/30/2016 01:55:00 PM,09/07/2016 08:50:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,893,JEFFERSON,,Buffalo,NY,,100.82-1-29,,,,,,,,,UNKNOWN,,
1000595631,08/30/2016 02:06:00 PM,08/31/2016 03:48:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,ELLICOTT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595701,08/30/2016 05:42:00 PM,09/07/2016 07:00:00 AM,Closed,Dept of Public Works,Forestry,Tree Planting Request (Req_Serv),Property,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595702,08/30/2016 05:44:00 PM,09/07/2016 07:00:00 AM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Street,,CRESCENT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595727,08/31/2016 08:57:00 AM,09/01/2016 02:16:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Ellicott St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595840,08/31/2016 12:09:00 PM,09/01/2016 02:24:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,GENESEE WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595869,08/31/2016 01:01:00 PM,09/01/2016 02:23:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,WILLIAM,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000595895,08/31/2016 01:44:00 PM,09/01/2016 02:20:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,William St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596020,08/31/2016 08:19:00 PM,09/02/2016 03:02:00 PM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Street,,HERKIMER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596121,09/01/2016 10:08:00 AM,09/03/2016 10:36:00 AM,Closed,Dept of Public Works,Rodent Control,Pest (Req_Serv),Street,,SENECA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596140,09/01/2016 10:29:00 AM,09/01/2016 01:37:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,CONNELLY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596244,09/01/2016 01:22:00 PM,09/01/2016 02:15:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,HIGH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596350,09/01/2016 04:26:00 PM,09/02/2016 03:30:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Washington St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596376,09/02/2016 08:46:00 AM,09/02/2016 02:24:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,CARLTON,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596478,09/02/2016 10:42:00 AM,10/03/2016 02:49:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Sidewalks (Req_Serv),Street,,Allen St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596605,09/02/2016 02:03:00 PM,09/07/2016 08:21:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,313,JEFFERSON,,Buffalo,NY,,111.66-1-25.1,,,,,,,,,UNKNOWN,,
1000596621,09/02/2016 02:26:00 PM,09/07/2016 11:54:00 AM,Closed,Dept of Public Works,Sanitation,Totes Combo (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596649,09/02/2016 03:28:00 PM,09/06/2016 02:57:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,WOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596666,09/02/2016 04:16:00 PM,09/03/2016 06:15:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Street,,VIRGIL,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596670,09/02/2016 04:28:00 PM,09/07/2016 09:56:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,ELMWOOD SOUTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596688,09/04/2016 12:10:00 PM,09/07/2016 09:48:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,Parkside Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596740,09/06/2016 09:02:00 AM,09/13/2016 11:03:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596767,09/06/2016 09:24:00 AM,09/12/2016 11:31:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596810,09/06/2016 09:45:00 AM,09/09/2016 07:00:00 AM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Street,,BURKE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000596896,09/06/2016 11:33:00 AM,09/07/2016 09:52:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,SWEET,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597034,09/06/2016 01:43:00 PM,09/13/2016 12:33:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Street,,PARKVIEW,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597088,09/06/2016 02:44:00 PM,09/08/2016 09:42:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,,,,Buffalo,NY,,123.70-2-28,,,,,,,,,UNKNOWN,,
1000597130,09/06/2016 03:38:00 PM,09/07/2016 07:03:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,48,TOWNSEND,,Buffalo,NY,,111.60-1-21,,,,,,,,,UNKNOWN,,
1000597165,09/06/2016 04:26:00 PM,09/07/2016 03:43:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Street,,WINDSOR,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597343,09/07/2016 11:32:00 AM,09/07/2016 02:27:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,PERSHING,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597367,09/07/2016 12:03:00 PM,09/08/2016 09:43:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,170,OHIO,,Buffalo,NY,,122.05-10-9,,,,,,,,,UNKNOWN,,
1000597379,09/07/2016 12:12:00 PM,09/07/2016 02:27:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,DOYLE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597396,09/07/2016 12:56:00 PM,09/08/2016 11:26:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,PW Ongoing Construction (Req_Serv),Street,,Parkside Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597407,09/07/2016 01:15:00 PM,09/14/2016 12:01:00 PM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,114,SEVENTEENTH,,Buffalo,NY,,99.60-4-3,,,,,,,,,UNKNOWN,,
1000597417,09/07/2016 01:26:00 PM,09/07/2016 01:51:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,ZELMER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597458,09/07/2016 02:17:00 PM,09/12/2016 01:22:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,JOHNSON ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597800,09/08/2016 01:10:00 PM,09/12/2016 01:43:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597880,09/08/2016 03:17:00 PM,09/15/2016 01:18:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000597978,09/09/2016 09:10:00 AM,09/14/2016 08:20:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,330,GREENE,,Buffalo,NY,,112.07-1-4.1,,,,,,,,,UNKNOWN,,
1000598143,09/09/2016 12:37:00 PM,09/12/2016 01:26:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Delaware Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598204,09/09/2016 02:02:00 PM,09/13/2016 03:38:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,SENECA WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598354,09/12/2016 09:08:00 AM,09/13/2016 03:44:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598416,09/12/2016 10:20:00 AM,09/13/2016 03:36:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,472,AUBURN,,Buffalo,NY,,99.28-4-20,,,,,,,,,UNKNOWN,,
1000598504,09/12/2016 12:13:00 PM,09/12/2016 02:06:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598555,09/12/2016 01:20:00 PM,09/13/2016 03:00:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,BRISTOL,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598628,09/12/2016 03:24:00 PM,09/28/2016 11:16:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Tote Combo (Req_Serv),Property,514,RICHMOND,,Buffalo,NY,,99.36-4-8,,,,,,,,,UNKNOWN,,
1000598695,09/13/2016 09:19:00 AM,09/13/2016 03:50:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598811,09/13/2016 11:24:00 AM,09/16/2016 11:43:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Street,,Abbott Rd,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598864,09/13/2016 12:45:00 PM,09/19/2016 02:41:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,SWINBURNE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000598945,09/13/2016 02:41:00 PM,09/14/2016 02:07:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Abandon Pickup (Req_Serv),Property,340,DELAWARE,,Buffalo,NY,,111.29-6-4,,,,,,,,,UNKNOWN,,
1000599008,09/14/2016 05:17:00 AM,10/15/2016 11:26:00 AM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Street,,MCKINLEY PKWY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599219,09/14/2016 02:27:00 PM,09/15/2016 09:10:00 AM,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599301,09/14/2016 06:59:00 PM,09/22/2016 03:16:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Michigan Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599399,09/15/2016 10:26:00 AM,09/22/2016 03:16:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,AMHERST ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599416,09/15/2016 10:42:00 AM,09/19/2016 10:43:00 AM,Closed,Dept of Public Works,Sanitation,Totes Combo (Req_Serv),Property,7,WARD,,Buffalo,NY,,133.81-4-25,,,,,,,,,UNKNOWN,,
1000599420,09/15/2016 10:44:00 AM,09/22/2016 03:16:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Berkshire Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599428,09/15/2016 10:53:00 AM,09/22/2016 03:16:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,FUHRMANN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599487,09/15/2016 12:26:00 PM,09/20/2016 08:28:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,ELMWOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599525,09/15/2016 01:19:00 PM,09/20/2016 08:13:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,NORTH ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599587,09/15/2016 02:32:00 PM,09/16/2016 11:23:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Street,,LAWRENCE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599637,09/15/2016 03:49:00 PM,09/20/2016 08:25:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Main St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599655,09/15/2016 04:23:00 PM,09/19/2016 02:41:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,ELMWOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599670,09/16/2016 01:15:00 AM,09/20/2016 08:31:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,240,VOORHEES,,Buffalo,NY,,78.75-2-16,,,,,,,,,UNKNOWN,,
1000599676,09/16/2016 08:26:00 AM,09/21/2016 07:00:00 AM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Street,,ELMWOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599749,09/16/2016 10:47:00 AM,11/16/2016 02:42:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Street,,DORCHESTER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599752,09/16/2016 10:52:00 AM,09/29/2016 01:12:00 PM,Closed,Dept of Public Works,Sanitation,Electronic Waste (Req_Serv),Street,,WEST SHORE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599914,09/16/2016 03:28:00 PM,09/20/2016 07:58:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,ELMWOOD SOUTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599937,09/16/2016 06:55:00 PM,09/26/2016 01:29:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,ASHLEY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599992,09/19/2016 08:44:00 AM,09/19/2016 09:42:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,QUINCY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000599995,09/19/2016 08:51:00 AM,09/20/2016 12:13:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,WILLIAM,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600086,09/19/2016 10:33:00 AM,10/04/2016 08:10:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600225,09/19/2016 01:02:00 PM,09/19/2016 02:52:00 PM,Closed,Dept of Public Works,Streets,Excess Trash (Req_Serv),Street,,ST LAWRENCE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600339,09/19/2016 03:59:00 PM,09/20/2016 10:18:00 AM,Closed,Dept of Public Works,City Parks,City Parks (Req_Serv),Street,,LAKEFRONT BLVD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600344,09/19/2016 04:06:00 PM,09/20/2016 02:40:00 PM,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Street,,WILLIAM L GAITER PKWY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600460,09/20/2016 10:42:00 AM,09/21/2016 03:32:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600492,09/20/2016 11:16:00 AM,09/20/2016 02:30:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,Main St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600767,09/21/2016 10:23:00 AM,09/23/2016 01:49:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,HURON WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000600957,09/21/2016 04:30:00 PM,09/30/2016 09:15:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000601007,09/22/2016 09:49:00 AM,06/21/2017 04:13:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Street,,LEXINGTON,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000601603,09/26/2016 09:10:00 AM,09/27/2016 09:01:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Delaware Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000601669,09/26/2016 10:27:00 AM,09/27/2016 02:36:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Ellicott St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000601682,09/26/2016 10:39:00 AM,09/27/2016 02:33:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,HURON WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000601908,09/26/2016 04:28:00 PM,09/29/2016 12:13:00 PM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602019,09/27/2016 11:03:00 AM,10/11/2016 09:07:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,COMMONWEALTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602114,09/27/2016 01:27:00 PM,09/29/2016 09:54:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Main St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602177,09/27/2016 04:13:00 PM,09/28/2016 02:36:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,High St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602191,09/27/2016 08:47:00 PM,10/11/2016 09:07:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Washington St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602406,09/28/2016 03:00:00 PM,10/11/2016 08:52:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602657,09/29/2016 02:16:00 PM,10/11/2016 08:51:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Street,,JAMES,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000602835,09/30/2016 12:17:00 PM,10/05/2016 10:07:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,ELLICOTT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603103,10/03/2016 11:55:00 AM,10/06/2016 01:38:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,PEARL ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603161,10/03/2016 01:15:00 PM,10/06/2016 01:37:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,ELMWOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603166,10/03/2016 01:22:00 PM,10/06/2016 01:37:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Oak St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603246,10/03/2016 03:34:00 PM,10/05/2016 03:24:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,ONTARIO,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603417,10/04/2016 12:06:00 PM,10/05/2016 10:20:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,Sherman St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603510,10/04/2016 03:10:00 PM,10/06/2016 01:40:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000603904,10/06/2016 08:57:00 AM,10/07/2016 02:25:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,POMONA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
